director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Subhash Ghai,Bhaskar Shetty,Jeetendra,Anil Kapoor,Action,aag se khelenge,Bhaskar Shetty Jeetendra Anil Kapoor Subhash Ghai Action
Karan Razdan,Ila Arun,Anang Desai,Zakir Hussain,Drama Horror Thriller,aagaah: the warning,"Ila Arun Anang Desai Zakir Hussain Karan Razdan Drama, Horror, Thriller"
Yeshwant Pethkar,Dev Anand,Madhu Apte,Khurshid Begum,Drama,aage badho,Dev Anand Madhu Apte Khurshid Begum Yeshwant Pethkar Drama
Dada Kondke,Shakti Kapoor,Huma Khan,Dada Kondke,Comedy,aage ki soch,Shakti Kapoor Huma Khan Dada Kondke Dada Kondke Comedy
A.T. Joy,Lekha Pande,Vimal Raj,Shakila,Horror,aage maut peeche maut,Lekha Pande Vimal Raj Shakila A.T. Joy Horror
Indrajit Nattoji,Shreyas Talpade,Mahie Gill,Karan Veer Mehra,Comedy Crime Drama,aagey se right,"Shreyas Talpade Mahie Gill Karan Veer Mehra Indrajit Nattoji Comedy, Crime, Drama"
Yogesh Ishwar,Sunil Shetty,Sushmita Sen,Namrata Shirodkar,Action Crime Drama,aaghaaz,"Sunil Shetty Sushmita Sen Namrata Shirodkar Yogesh Ishwar Action, Crime, Drama"
Muzaffar Ali,Masood Akhtar,Bharat Bhushan,Rajina Raj Bisaria,Drama,aagman,Masood Akhtar Bharat Bhushan Rajina Raj Bisaria Muzaffar Ali Drama
Raja Nawathe,Nargis,Raj Kapoor,Vijayalaxmi,Drama Musical Romance,aah,"Nargis Raj Kapoor Vijayalaxmi Raja Nawathe Drama, Musical, Romance"
Kishore Rege,Jaya Bachchan,Ramesh Deo,Dharmendra,Thriller,aahat - ek ajeeb kahani,Jaya Bachchan Ramesh Deo Dharmendra Kishore Rege Thriller
Ashok V. Bhushan,Rajendra Kumar,Shashi Kapoor,Rakesh Roshan,Action Drama,aahuti,"Rajendra Kumar Shashi Kapoor Rakesh Roshan Ashok V. Bhushan Action, Drama"
Deepak Sareen,Jackie Shroff,Juhi Chawla,Amrita Singh,Drama Romance,aaina,"Jackie Shroff Juhi Chawla Amrita Singh Deepak Sareen Drama, Romance"
K. Balachander,Mumtaz,Rajesh Khanna,A.K. Hangal,Drama,aaina,Mumtaz Rajesh Khanna A.K. Hangal K. Balachander Drama
S.M. Yusuf,Husn Banu,Sulochana Chatterjee,Gope,Drama Romance,aaina,"Husn Banu Sulochana Chatterjee Gope S.M. Yusuf Drama, Romance"
Mahesh Bhatt,Raj Babbar,Smita Patil,Raj Kiran,Drama,aaj,Raj Babbar Smita Patil Raj Kiran Mahesh Bhatt Drama
Khwaja Ahmad Abbas,Nayantara,Shyam,Rashid Ahmed,Comedy Sci-Fi,aaj aur kal,"Nayantara Shyam Rashid Ahmed Khwaja Ahmad Abbas Comedy, Sci-Fi"
Vasant Joglekar,Ashok Kumar,Sunil Dutt,Nanda,Drama Romance,aaj aur kal,"Ashok Kumar Sunil Dutt Nanda Vasant Joglekar Drama, Romance"
Amit Chandra Sahay,Sudesh Berry,Priyanka Upendra,Aman Jalali,Action,aaj ka andha kanoon,Sudesh Berry Priyanka Upendra Aman Jalali Amit Chandra Sahay Action
K.C. Bokadia,Amitabh Bachchan,Jaya Prada,Radhika Sarathkumar,Action Crime Drama,aaj ka arjun,"Amitabh Bachchan Jaya Prada Radhika Sarathkumar K.C. Bokadia Action, Crime, Drama"
K. Bapaiah,Jackie Shroff,Padmini Kolhapure,Nirupa Roy,Action Drama,aaj ka daur,"Jackie Shroff Padmini Kolhapure Nirupa Roy K. Bapaiah Action, Drama"
Kodanda Rami Reddy A.,Bhanupriya,Chiranjeevi,Radha,Action,aaj ka gang leader,Bhanupriya Chiranjeevi Radha Kodanda Rami Reddy A. Action
Ravi Raja Pinisetty,Chiranjeevi,Meenakshi Sheshadri,Raj Babbar,Action Thriller,aaj ka goonda raaj,"Chiranjeevi Meenakshi Sheshadri Raj Babbar Ravi Raja Pinisetty Action, Thriller"
Kanti Shah,Dharmendra,Mohan Joshi,Shakti Kapoor,Action Thriller,aaj ka gunda,"Dharmendra Mohan Joshi Shakti Kapoor Kanti Shah Action, Thriller"
Mahesh Anand,Tanikella Bharani,Gulshan Grover,Milind Gunaji,Action,aaj ka gunda raaj,Tanikella Bharani Gulshan Grover Milind Gunaji Mahesh Anand Action
Arjun Sarja,Jagapathi Babu,Gajala,Vija Kumar,Action,aaj ka laawaris,Jagapathi Babu Gajala Vija Kumar Arjun Sarja Action
Kundan Kumar,Randhir Kapoor,Rekha,Ranjeet,Action Romance,aaj ka mahaatma,"Randhir Kapoor Rekha Ranjeet Kundan Kumar Action, Romance"
Pratap Barot,Ishrat Ali,Vikas Anand,Raj Babbar,Action Crime Thriller,aaj ka nanha farishta,"Ishrat Ali Vikas Anand Raj Babbar Pratap Barot Action, Crime, Thriller"
Kasam Ali,Mithun Chakraborty,Gajendra Chauhan,Siddharth Dhawan,Action Crime,aaj ka ravan,"Mithun Chakraborty Gajendra Chauhan Siddharth Dhawan Kasam Ali Action, Crime"
Kukoo Kapoor,Hemant Birje,Sahila Chaddha,Goga Kapoor,Action Romance,aaj ka samson,"Hemant Birje Sahila Chaddha Goga Kapoor Kukoo Kapoor Action, Romance"
Surendra Shailaj,Jaymala Adarsh,Shreeram Lagoo,Romesh Sharma,Drama,aaj ka ye ghar,Jaymala Adarsh Shreeram Lagoo Romesh Sharma Surendra Shailaj Drama
Narayana Rao Dasari,Rajesh Khanna,Shabana Azmi,Deven Verma,Action Drama,aaj kaa m.l.a. ram avtar,"Rajesh Khanna Shabana Azmi Deven Verma Narayana Rao Dasari Action, Drama"
Babbar Subhash,Vinod K. Verma,Hemant Birje,Archana Puran Singh,Action Drama,aaj ke angaarey,"Vinod K. Verma Hemant Birje Archana Puran Singh Babbar Subhash Action, Drama"
Shibu Mitra,Jeetendra,Raj Babbar,Chunky Panday,Action,aaj ke shahenshah,Jeetendra Raj Babbar Chunky Panday Shibu Mitra Action
S.V. Rajendra Singh Babu,Jayanthi,Manjula,Amrish Puri,Adventure,aaj ke sholey,Jayanthi Manjula Amrish Puri S.V. Rajendra Singh Babu Adventure
Ravi Chopra,Raj Babbar,Smita Patil,Rashmi Chauhan,Action Drama Crime,aaj ki awaz,"Raj Babbar Smita Patil Rashmi Chauhan Ravi Chopra Action, Drama, Crime"
Rajendra Bhatia,Radha Saluja,Kiran Kumar,I.S. Johar,Comedy,aaj ki taaza khabar,Radha Saluja Kiran Kumar I.S. Johar Rajendra Bhatia Comedy
Avtar Bhogal,Jeetendra,Dimple Kapadia,Sujata Mehta,Action Drama,aaj kie aurat,"Jeetendra Dimple Kapadia Sujata Mehta Avtar Bhogal Action, Drama"
Ketan Anand,Krishan Kumar,Tanya Singh,Shammi Kapoor,Romance,aaja meri jaan,Krishan Kumar Tanya Singh Shammi Kapoor Ketan Anand Romance
Anil Mehta,Madhuri Dixit,Darshan Jariwala,Raghuvir Yadav,Drama Family Music,aaja nachle,"Madhuri Dixit Darshan Jariwala Raghuvir Yadav Anil Mehta Drama, Family, Music"
Yusuf Naqvi,Feroz Khan,Tanuja,Deven Verma,Drama Romance,aaja sanam,"Feroz Khan Tanuja Deven Verma Yusuf Naqvi Drama, Romance"
Mohnish Bahl,Chandni,Kulbhushan Kharbanda,Ranbir Pushp,Drama Romance,aaja sanam,"Chandni Kulbhushan Kharbanda Ranbir Pushp Mohnish Bahl Drama, Romance"
Bapu,Raj Babbar,Raza Murad,Sripradha,Action Mystery Thriller,aakhir kaun thi woh?,"Raj Babbar Raza Murad Sripradha Bapu Action, Mystery, Thriller"
J. Om Prakash,Rajesh Khanna,Smita Patil,Rakesh Roshan,Drama,aakhir kyon?,Rajesh Khanna Smita Patil Rakesh Roshan J. Om Prakash Drama
Bhagyaraj,Amitabh Bachchan,Sridevi,Jaya Prada,Action Crime Drama,aakhree raasta,"Amitabh Bachchan Sridevi Jaya Prada Bhagyaraj Action, Crime, Drama"
Rajiv Mehra,Vinod Khanna,Dimple Kapadia,Jackie Shroff,Action Thriller,aakhri adaalat,"Vinod Khanna Dimple Kapadia Jackie Shroff Rajiv Mehra Action, Thriller"
Ashim S. Samanta,Shatrughan Sinha,Moushumi Chatterjee,Govinda,Action Drama Family,aakhri baazi,"Shatrughan Sinha Moushumi Chatterjee Govinda Ashim S. Samanta Action, Drama, Family"
Mangal Chakravarty,Tom Alter,Yogeeta Bali,Abhi Bhattacharya,Action Crime Drama,aakhri badla,"Tom Alter Yogeeta Bali Abhi Bhattacharya Mangal Chakravarty Action, Crime, Drama"
Kiran Ramsay,Vijayendra Ghatge,Javed Khan,Sripradha,Horror,aakhri cheekh,Vijayendra Ghatge Javed Khan Sripradha Kiran Ramsay Horror
A. Salaam,Jeetendra,Saira Banu,Padma Khanna,Action Crime Drama,aakhri daao,"Jeetendra Saira Banu Padma Khanna A. Salaam Action, Crime, Drama"
Prakash Mehra,Randhir Kapoor,Vinod Khanna,Rekha,Action,aakhri daku,Randhir Kapoor Vinod Khanna Rekha Prakash Mehra Action
Mahesh Kaul,Nutan,Shekhar,Jeevan,Comedy,aakhri dao,Nutan Shekhar Jeevan Mahesh Kaul Comedy
Shibu Mitra,Mithun Chakraborty,Sonam,Anupam Kher,Action Crime Drama,aakhri ghulam,"Mithun Chakraborty Sonam Anupam Kher Shibu Mitra Action, Crime, Drama"
Shibu Mitra,Sunil Dutt,Leena Chandavarkar,Farida Jalal,Action,aakhri goli,Sunil Dutt Leena Chandavarkar Farida Jalal Shibu Mitra Action
Kalidas,Mithun Chakraborty,Vijayendra Ghatge,Ashok Kumar,Action Mystery,aakhri insaaf,"Mithun Chakraborty Vijayendra Ghatge Ashok Kumar Kalidas Action, Mystery"
Rajesh Bakshi,Sudesh Berry,Anu Kashyap,Amit Pachori,Action,aakhri inteqam,Sudesh Berry Anu Kashyap Amit Pachori Rajesh Bakshi Action
Dinesh-Ramanesh,Ramesh Puri,Vinod Mehra,Yogeeta Bali,Action Thriller,aakhri kasam,"Ramesh Puri Vinod Mehra Yogeeta Bali Dinesh-Ramanesh Action, Thriller"
Chetan Anand,Rajesh Khanna,Indrani Mukherjee,Master Bunty,Drama,aakhri khat,Rajesh Khanna Indrani Mukherjee Master Bunty Chetan Anand Drama
N.K. Vishwanathan,Nassar,Nirosha,Aurn Pandian,Action Romance,aakhri sangam,"Nassar Nirosha Aurn Pandian N.K. Vishwanathan Action, Romance"
Narendra Bedi,Vijayendra Ghatge,Kaajal Kiran,Mukesh Khanna,Action,aakhri sanghursh,Vijayendra Ghatge Kaajal Kiran Mukesh Khanna Narendra Bedi Action
J. Om Prakash,Ashok Kumar,Sanjeev Kumar,Rakesh Roshan,Drama History Romance,aakraman,"Ashok Kumar Sanjeev Kumar Rakesh Roshan J. Om Prakash Drama, History, Romance"
Govind Nihalani,Naseeruddin Shah,Smita Patil,Amrish Puri,Crime Drama Music,aakrosh,"Naseeruddin Shah Smita Patil Amrish Puri Govind Nihalani Crime, Drama, Music"
Priyadarshan,Ajay Devgn,Akshaye Khanna,Bipasha Basu,Action Crime Thriller,aakrosh,"Ajay Devgn Akshaye Khanna Bipasha Basu Priyadarshan Action, Crime, Thriller"
Lateef Binny,Sunil Shetty,Shilpa Shetty Kundra,Girish Karnad,Action Crime Drama,aakrosh: cyclone of anger,"Sunil Shetty Shilpa Shetty Kundra Girish Karnad Lateef Binny Action, Crime, Drama"
Manish Manikpuri,Omkar Das Manikpuri,Pitobash,Amit Purohit,Sci-Fi,aalaap,Omkar Das Manikpuri Pitobash Amit Purohit Manish Manikpuri Sci-Fi
Suresh Krishna,Kamal Haasan,Raveena Tandon,Manisha Koirala,Action Thriller,aalavandhan,"Kamal Haasan Raveena Tandon Manisha Koirala Suresh Krishna Action, Thriller"
Chella,Ajith Kumar,Asin Thottumkal,Vivek,Action,aalwar,Ajith Kumar Asin Thottumkal Vivek Chella Action
Mrinal Sen,Saswata Chatterjee,Nandita Das,Koushik Sen,Drama Family,aamaar bhuvan,"Saswata Chatterjee Nandita Das Koushik Sen Mrinal Sen Drama, Family"
K. Raghavendra Rao,A.S. Ravindra Babu,Govinda,Juhi Chawla,Comedy Drama Family,aamdani atthanni kharcha rupaiya,"A.S. Ravindra Babu Govinda Juhi Chawla K. Raghavendra Rao Comedy, Drama, Family"
Raj Kumar Gupta,Rajeev Khandelwal,Aishwarya,Vasan Bala,Action Crime Drama,aamir,"Rajeev Khandelwal Aishwarya Vasan Bala Raj Kumar Gupta Action, Crime, Drama"
Suraj Prakash,Shashi Kapoor,Sharmila Tagore,Prem Chopra,Crime Mystery Romance,aamne - saamne,"Shashi Kapoor Sharmila Tagore Prem Chopra Suraj Prakash Crime, Mystery, Romance"
Ashim S. Samanta,Mithun Chakraborty,Bindiya Goswami,Arti Gupta,Action Crime Drama,aamne samne,"Mithun Chakraborty Bindiya Goswami Arti Gupta Ashim S. Samanta Action, Crime, Drama"
Rupali Guha,Vega Tamotia,Ntasha Bhardwaj,Maanvi Gagroo,Drama,aamras: the sweet taste of friendship,Vega Tamotia Ntasha Bhardwaj Maanvi Gagroo Rupali Guha Drama
Ravi Tandon,Rishi Kapoor,Moushumi Chatterjee,Shammi Kapoor,Drama,aan aur shaan,Rishi Kapoor Moushumi Chatterjee Shammi Kapoor Ravi Tandon Drama
Prakash Mehra,Rajendra Kumar,Rakhee Gulzar,Kumkum,Drama,aan baan,Rajendra Kumar Rakhee Gulzar Kumkum Prakash Mehra Drama
D.D. Kashyap,Ajit,Nalini Jaywant,Mahipal,Romance,aan baan,Ajit Nalini Jaywant Mahipal D.D. Kashyap Romance
Mukul Dutt,Rajesh Khanna,Asha Parekh,Vinod Khanna,Drama Musical Romance,aan milo sajna,"Rajesh Khanna Asha Parekh Vinod Khanna Mukul Dutt Drama, Musical, Romance"
Madhur Bhandarkar,Akshay Kumar,Shatrughan Sinha,Sunil Shetty,Action Crime Drama,aan: men at work,"Akshay Kumar Shatrughan Sinha Sunil Shetty Madhur Bhandarkar Action, Crime, Drama"
Rajesh Ram Singh,Arun Bakshi,Suchindra Bali,Poonam Jhawer,Drama,aanch,Arun Bakshi Suchindra Bali Poonam Jhawer Rajesh Ram Singh Drama
Anil Ganguly,Rajesh Khanna,Rakhee Gulzar,Rekha,Action Drama Family,aanchal,"Rajesh Khanna Rakhee Gulzar Rekha Anil Ganguly Action, Drama, Family"
Vasant Joglekar,Ashok Kumar,Nirupa Roy,Nanda,Drama Family,aanchal,"Ashok Kumar Nirupa Roy Nanda Vasant Joglekar Drama, Family"
Karunesh Thakur,Sajjan,Kamini Kaushal,Dev Dutt,Drama,aanchal ke phool,Sajjan Kamini Kaushal Dev Dutt Karunesh Thakur Drama
Gulzar,Suchitra Sen,Sanjeev Kumar,Om Shivpuri,Drama Romance,aandhi,"Suchitra Sen Sanjeev Kumar Om Shivpuri Gulzar Drama, Romance"
Mohammed Hussain,Dara Singh,Mumtaz,Kamran,Action Adventure Romance,aandhi aur toofan,"Dara Singh Mumtaz Kamran Mohammed Hussain Action, Adventure, Romance"
Babbar Subhash,Shashi Kapoor,Hema Malini,Danny Denzongpa,Drama,aandhi-toofan,Shashi Kapoor Hema Malini Danny Denzongpa Babbar Subhash Drama
Chetan Anand,Dev Anand,Nimmi,Kalpana Kartik,Drama,aandhiyan,Dev Anand Nimmi Kalpana Kartik Chetan Anand Drama
David Dhawan,Mumtaz,Prasenjit Chatterjee,Madhushree,Drama,aandhiyan,Mumtaz Prasenjit Chatterjee Madhushree David Dhawan Drama
O.P. Dutta,Agha,Ameeta,Rehman,Music Romance,aangan,"Agha Ameeta Rehman O.P. Dutta Music, Romance"
Harsh Kohli,Rakesh Roshan,Lakshmi,Prema Narayan,Drama Family,aangan ki kali,"Rakesh Roshan Lakshmi Prema Narayan Harsh Kohli Drama, Family"
Fahim Irshad,Farrukh Seyer,Priyanka Verma,Neha Singh,Drama,aani maani,Farrukh Seyer Priyanka Verma Neha Singh Fahim Irshad Drama
Ramanna,Rakesh Roshan,Bharti,Om Prakash,Family,aankh micholi,Rakesh Roshan Bharti Om Prakash Ramanna Family
David Dhawan,Govinda,Chunky Panday,Raj Babbar,Action Comedy Crime,aankhen,"Govinda Chunky Panday Raj Babbar David Dhawan Action, Comedy, Crime"
Devendra Goel,Shekhar,Bharat Bhushan,Nalini Jaywant,Drama Family,aankhen,"Shekhar Bharat Bhushan Nalini Jaywant Devendra Goel Drama, Family"
Vipul Amrutlal Shah,Amitabh Bachchan,Akshay Kumar,Sushmita Sen,Crime Drama Thriller,aankhen,"Amitabh Bachchan Akshay Kumar Sushmita Sen Vipul Amrutlal Shah Crime, Drama, Thriller"
Raghunath Jhalani,Rakhee Gulzar,Rakesh Roshan,Achala Sachdev,Drama Romance,aankhon aankhon mein,"Rakhee Gulzar Rakesh Roshan Achala Sachdev Raghunath Jhalani Drama, Romance"
P. Madhavan,Hema Malini,Parikshit Sahni,Jagdeep,Comedy Drama Family,aansoo aur muskan,"Hema Malini Parikshit Sahni Jagdeep P. Madhavan Comedy, Drama, Family"
R.K. Nayyar,Joy Mukherjee,Saira Banu,Sanjeev Kumar,Drama Romance,aao pyaar karen,"Joy Mukherjee Saira Banu Sanjeev Kumar R.K. Nayyar Drama, Romance"
Ravindra Peepat,Saif Ali Khan,Shilpa Shetty Kundra,Somy Ali,Romance,aao pyaar karen,Saif Ali Khan Shilpa Shetty Kundra Somy Ali Ravindra Peepat Romance
Glen Barreto,Aftab Shivdasani,Aamna Sharif,Rati Agnihotri,Comedy Family Fantasy,aao wish karein,"Aftab Shivdasani Aamna Sharif Rati Agnihotri Glen Barreto Comedy, Family, Fantasy"
Mohan Kumar,Rajendra Kumar,Sadhana,Prem Chopra,Comedy Drama Romance,aap aye bahaar ayee,"Rajendra Kumar Sadhana Prem Chopra Mohan Kumar Comedy, Drama, Romance"
Mohan Kumar,Shashi Kapoor,Hema Malini,Ashok Kumar,Drama Family,aap beati,"Shashi Kapoor Hema Malini Ashok Kumar Mohan Kumar Drama, Family"
Surendra Mohan,Jeetendra,Rishi Kapoor,Tina Ambani,Romance,aap ke deewane,Jeetendra Rishi Kapoor Tina Ambani Surendra Mohan Romance
J. Om Prakash,Smita Patil,Anil Kapoor,Rati Agnihotri,Drama,aap ke saath,Smita Patil Anil Kapoor Rati Agnihotri J. Om Prakash Drama
J. Om Prakash,Rajesh Khanna,Mumtaz,Sanjeev Kumar,Romance Drama,aap ki kasam,"Rajesh Khanna Mumtaz Sanjeev Kumar J. Om Prakash Romance, Drama"
Sudhendu Roy,Vinod Khanna,Rekha,Nadira,Action Comedy Drama,aap ki khatir,"Vinod Khanna Rekha Nadira Sudhendu Roy Action, Comedy, Drama"
Dharmesh Darshan,Akshaye Khanna,Priyanka Chopra Jonas,Ameesha Patel,Comedy Romance,aap ki khatir,"Akshaye Khanna Priyanka Chopra Jonas Ameesha Patel Dharmesh Darshan Comedy, Romance"
Mohan Kumar,Dharmendra,Supriya Choudhury,Vijayalaxmi,Drama Family Romance,aap ki parchhaiyan,"Dharmendra Supriya Choudhury Vijayalaxmi Mohan Kumar Drama, Family, Romance"
Vikram Bhatt,Hrithik Roshan,Ameesha Patel,Kiran Kumar,Action Drama Romance,aap mujhe achche lagne lage,"Hrithik Roshan Ameesha Patel Kiran Kumar Vikram Bhatt Action, Drama, Romance"
Ambrish Sangal,Raj Babbar,Ranjeeta Kaur,Deepak Parashar,Romance Drama Family,aap to aise na the,"Raj Babbar Ranjeeta Kaur Deepak Parashar Ambrish Sangal Romance, Drama, Family"
Harmesh Malhotra,Poonam Dhillon,Raj Babbar,Shakti Kapoor,Action Romance,aapas ki baat,"Poonam Dhillon Raj Babbar Shakti Kapoor Harmesh Malhotra Action, Romance"
Anubhav Sinha,Priyanshu Chatterjee,Sakshi Shivanand,Farida Jalal,Action Comedy Drama,aapko pehle bhi kahin dekha hai,"Priyanshu Chatterjee Sakshi Shivanand Farida Jalal Anubhav Sinha Action, Comedy, Drama"
Sanjay Soorkar,Prashant Damle,Mohan Joshi,Sudhir Joshi,Drama,aaplee maanse,Prashant Damle Mohan Joshi Sudhir Joshi Sanjay Soorkar Drama
Shakti Samanta,Mithun Chakraborty,Rozina,Utpal Dutt,Action,aar paar,Mithun Chakraborty Rozina Utpal Dutt Shakti Samanta Action
Ketan Mehta,Jackie Shroff,Deepa Sahi,Ritu Shivpuri,Thriller,aar ya paar,Jackie Shroff Deepa Sahi Ritu Shivpuri Ketan Mehta Thriller
Prakash Jha,Amitabh Bachchan,Saif Ali Khan,Manoj Bajpayee,Drama Thriller,aarakshan,"Amitabh Bachchan Saif Ali Khan Manoj Bajpayee Prakash Jha Drama, Thriller"
D.D. Kashyap,Dev Anand,Madhubala,Talat Mahmood,Romance,aaram,Dev Anand Madhubala Talat Mahmood D.D. Kashyap Romance
Atma Ram,Vinod Khanna,Saira Banu,Vinod Mehra,Drama,aarop,Vinod Khanna Saira Banu Vinod Mehra Atma Ram Drama
Guru Dutt,Shyama,Guru Dutt,Jagdish Sethi,Musical Romance Thriller,aar-paar,"Shyama Guru Dutt Jagdish Sethi Guru Dutt Musical, Romance, Thriller"
Phani Majumdar,Ashok Kumar,Meena Kumari,Pradeep Kumar,Family Musical Romance,aarti,"Ashok Kumar Meena Kumari Pradeep Kumar Phani Majumdar Family, Musical, Romance"
Balasekaran,Bhavana,Madhavan,Prakash Raj,Action Drama Romance,aarya,"Bhavana Madhavan Prakash Raj Balasekaran Action, Drama, Romance"
Lawrence D'Souza,Madhuri Dixit,Akshay Kumar,Saif Ali Khan,Drama Romance,aarzoo,"Madhuri Dixit Akshay Kumar Saif Ali Khan Lawrence D'Souza Drama, Romance"
Devendra Goel,Kamini Kaushal,Shekhar,Om Prakash,Romance,aas,Kamini Kaushal Shekhar Om Prakash Devendra Goel Romance
Mohan Kumar,Vyjayanthimala,Rajendra Kumar,Raj Mehra,Family Drama,aas ka panchhi,"Vyjayanthimala Rajendra Kumar Raj Mehra Mohan Kumar Family, Drama"
J. Om Prakash,Dharmendra,Hema Malini,Prem Chopra,Romance,aas paas,Dharmendra Hema Malini Prem Chopra J. Om Prakash Romance
M.V. Raman,Vyjayanthimala,Kishore Kumar,Pran,Comedy Romance,aasha,"Vyjayanthimala Kishore Kumar Pran M.V. Raman Comedy, Romance"
J. Om Prakash,Jeetendra,Reena Roy,Rameshwari,Drama Musical Romance,aasha,"Jeetendra Reena Roy Rameshwari J. Om Prakash Drama, Musical, Romance"
Nagesh Kukunoor,John Abraham,Anaitha Nair,Girish Karnad,Drama,aashayein,John Abraham Anaitha Nair Girish Karnad Nagesh Kukunoor Drama
Mahesh Bhatt,Amit Khanna,Mark Zubair,Deepti Naval,Drama,aashiana,Amit Khanna Mark Zubair Deepti Naval Mahesh Bhatt Drama
Umesh Mehra,Saif Ali Khan,Mamta Kulkarni,Mohnish Bahl,Drama,aashik aawara,Saif Ali Khan Mamta Kulkarni Mohnish Bahl Umesh Mehra Drama
Hrishikesh Mukherjee,Raj Kapoor,Padmini,Nanda,Romance,aashiq,Raj Kapoor Padmini Nanda Hrishikesh Mukherjee Romance
Indra Kumar,Bobby Deol,Karisma Kapoor,Rahul Dev,Action Drama Romance,aashiq,"Bobby Deol Karisma Kapoor Rahul Dev Indra Kumar Action, Drama, Romance"
Aditya Datt,Emraan Hashmi,Tanushree Dutta,Sonu Sood,Drama Romance Thriller,aashiq banaya aapne: love takes over,"Emraan Hashmi Tanushree Dutta Sonu Sood Aditya Datt Drama, Romance, Thriller"
J. Om Prakash,Rajesh Khanna,Zeenat Aman,Danny Denzongpa,Romance,aashiq hoon baharon ka,Rajesh Khanna Zeenat Aman Danny Denzongpa J. Om Prakash Romance
Ajay Kashyap,Maya Alagh,Vikas Anand,Mohnish Bahl,Comedy,aashique mastane,Maya Alagh Vikas Anand Mohnish Bahl Ajay Kashyap Comedy
Mahesh Bhatt,Rahul Roy,Anu Agrawal,Avtar Gill,Musical Drama Romance,aashiqui,"Rahul Roy Anu Agrawal Avtar Gill Mahesh Bhatt Musical, Drama, Romance"
Mohit Suri,Aditya Roy Kapoor,Shraddha Kapoor,Shaad Randhawa,Drama Music Musical,aashiqui 2,"Aditya Roy Kapoor Shraddha Kapoor Shaad Randhawa Mohit Suri Drama, Music, Musical"
Shankhadeep,Shubhi Ahuja,Amit Dhamija,Preeti Gandwani,Drama Romance,aashiqui.in,"Shubhi Ahuja Amit Dhamija Preeti Gandwani Shankhadeep Drama, Romance"
Hrishikesh Mukherjee,Ashok Kumar,Sanjeev Kumar,Sumita Sanyal,Drama,aashirwad,Ashok Kumar Sanjeev Kumar Sumita Sanyal Hrishikesh Mukherjee Drama
Sriparna Dey,Anamitra Roy,Anamitra Roy,Yovik,Drama,aashmani jawaharat,Anamitra Roy Anamitra Roy Yovik Sriparna Dey Drama
Sudipto Sen,Subrat Dutta,Ameet Gaurr,Sunny Hinduja,Action Crime Drama,aasma,"Subrat Dutta Ameet Gaurr Sunny Hinduja Sudipto Sen Action, Crime, Drama"
Rohit Krishnakant Nayyar,Hrishitaa Bhatt,Seema Biswas,Nauheed Cyrusi,Drama,aasma: the sky is the limit,Hrishitaa Bhatt Seema Biswas Nauheed Cyrusi Rohit Krishnakant Nayyar Drama
Tony Juneja,Rajiv Kapoor,Divya Rana,Tina Ambani,Drama Mystery,aasmaan,"Rajiv Kapoor Divya Rana Tina Ambani Tony Juneja Drama, Mystery"
Khwaja Ahmad Abbas,Prithviraj Kapoor,Dilip Roy,Surekha,Drama,aasmaan mahal,Prithviraj Kapoor Dilip Roy Surekha Khwaja Ahmad Abbas Drama
Pankaj Parashar,Abhishek Chitlangia,Raghuvir Yadav,Anupam Kher,Adventure Comedy Romance,aasmaan se gira,"Abhishek Chitlangia Raghuvir Yadav Anupam Kher Pankaj Parashar Adventure, Comedy, Romance"
Mehul Kumar,Jeetendra,Madhuri Dixit,Kiran Kumar,Action,aasoo bane angaarey,Jeetendra Madhuri Dixit Kiran Kumar Mehul Kumar Action
Satyen Bose,Mala Sinha,Biswajit Chatterjee,Balraj Sahni,Drama Family,aasra,"Mala Sinha Biswajit Chatterjee Balraj Sahni Satyen Bose Drama, Family"
Basu Bhattacharya,Rekha,Om Puri,Dinesh Thakur,Drama,aastha: in the prison of spring,Rekha Om Puri Dinesh Thakur Basu Bhattacharya Drama
Prem Lalwani,Desh Mukherjee,Nafisa Ali,Dharmendra,Action Thriller,aatank,"Desh Mukherjee Nafisa Ali Dharmendra Prem Lalwani Action, Thriller"
Dilip Shankar,Rajinikanth,Aamir Khan,Juhi Chawla,Action Crime Drama,aatank hi aatank,"Rajinikanth Aamir Khan Juhi Chawla Dilip Shankar Action, Crime, Drama"
Ramana,Joseph Vijay,Trisha Krishnan,Vivek,Action Drama Thriller,aathi,"Joseph Vijay Trisha Krishnan Vivek Ramana Action, Drama, Thriller"
Ambrish Sangal,Jeetendra,Neetu Singh,Dheeraj Kumar,Action,aatish,Jeetendra Neetu Singh Dheeraj Kumar Ambrish Sangal Action
Sanjay Gupta,Sanjay Dutt,Aditya Pancholi,Raveena Tandon,Action Crime Drama,aatish: feel the fire,"Sanjay Dutt Aditya Pancholi Raveena Tandon Sanjay Gupta Action, Crime, Drama"
